"ID","regimen_id","reservior_id","yesterday_rainfall","eight_to_now_rainfall","water_line","eight_to_now_water_line","storeage_capacity","date","inflow","outflow","store_energy","full_power_hour"
"40162","900233080000036004","900233080000000003","0.0000","0.0000","183.8100","0.0000","121.9780","2024-01-05 11:30:00.000000","0.0000","0.0000","11827447.0000","938.6863"
"40163","900233080000036008","900233080000000006","0.0000","0.0000","167.5100","0.0000","41.3830","2024-01-05 11:30:00.000000","0.0000","0.0000","1143526.6250","90.7561"
"40164","900233080000036012","900233080000000012","0.0000","0.0000","129.7500","0.0000","74.2500","2024-01-05 11:30:00.000000","0.0000","0.0000","1859463.6250","387.3882"
"40165","900233080000035961","900233080000000001","0.0000","0.0000","334.5250","0.0000","131.5500","2024-01-05 11:45:00.000000","0.0000","28.9239","7246506.5000","181.1627"
"40166","900233080000035965","900233080000000002","0.0000","0.0000","231.3525","0.0000","38.0855","2024-01-05 11:45:00.000000","0.6067","6.7229","212740.0625","14.1827"
"40167","900233080000035993","900233080000000005","0.0000","0.0000","258.8900","0.0000","33.4780","2024-01-05 11:45:00.000000","0.0000","0.0000","0.0000","0.0000"
"40168","900233080000036005","900233080000000003","0.0000","0.0000","183.8100","0.0000","121.9780","2024-01-05 11:45:00.000000","0.0000","0.0000","11827447.0000","938.6863"
"40169","900233080000036009","900233080000000006","0.0000","0.0000","167.5100","0.0000","41.3830","2024-01-05 11:45:00.000000","0.0000","0.0000","1143526.6250","90.7561"
"40170","900233080000036013","900233080000000012","0.0000","0.0000","129.7500","0.0000","74.2500","2024-01-05 11:45:00.000000","0.0000","0.0000","1859463.6250","387.3882"
"40171","900233080000035962","900233080000000001","0.0000","1.2000","334.5200","334.5800","131.5239","2024-01-05 12:00:00.000000","0.0000","28.9069","7240473.0000","181.0118"
"40172","900233080000035966","900233080000000002","0.0000","0.5000","231.3500","231.4100","38.0800","2024-01-05 12:00:00.000000","0.6118","6.7280","212339.5938","14.1560"
"40173","900233080000035994","900233080000000005","0.0000","0.0000","258.8900","258.8900","33.4780","2024-01-05 12:00:00.000000","0.0000","0.0000","0.0000","0.0000"
"40174","900233080000036006","900233080000000003","0.0000","0.0000","183.8100","183.8000","121.9780","2024-01-05 12:00:00.000000","0.0000","0.0000","11827447.0000","938.6863"
"40175","900233080000036010","900233080000000006","0.0000","0.0000","167.5100","167.5200","41.3830","2024-01-05 12:00:00.000000","0.0000","0.0000","1143526.6250","90.7561"
"40176","900233080000036014","900233080000000012","0.0000","0.0000","129.7500","129.7500","74.2500","2024-01-05 12:00:00.000000","0.0000","0.0000","1859463.6250","387.3882"
